,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_FiberOptic,InternetService_None,Contract_Month-to-month,Contract_Oneyear,Contract_TwoYear
3569,0.8571428571428571,0.47887323943661975,0.14455854060795864,0.5218743714360456,0.5,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5591148936144298,0.13784439137167254,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7057,0.14285714285714285,0.9718309859154929,0.3077758400440449,0.4916774110761063,0.5625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.17845019410099627,0.49638581798704373,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2833,0.14285714285714285,0.05633802816901412,0.5195906752392583,0.5349193211767195,0.6875,0.2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7858355451631226,0.23870878659256436,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8070,0.0,0.1971830985915493,0.8756277690853567,0.5039598658229344,0.3125,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.547086245563532,0.5639838281817602,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8847,1.0,0.8873239436619719,0.3794733222285085,0.7361875251475897,0.4375,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.43999597509884303,0.7588830663924845,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8185,0.14285714285714285,0.6338028169014085,0.7469027540940367,0.6128074546821273,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.22604190503696853,0.7886838202882183,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1330,1.0,0.7887323943661971,0.451192687431198,0.3441643762140284,0.625,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3567530203732099,0.3151335070350803,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5522,0.14285714285714285,0.1267605633802817,0.3867791518355156,0.5374702827797772,0.375,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6066019331410517,0.6474681404582433,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3424,0.5714285714285714,0.295774647887324,0.6250877378313716,0.5600765769062276,0.875,0.4,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7737678832232852,0.2696701006754961,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5514,0.42857142857142855,0.9718309859154929,0.22683762403483546,0.3879952972539067,0.3125,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.26154549553036666,0.578559376357601,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1313,0.0,0.43661971830985913,0.42982982661193847,0.5137510430877551,0.6875,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32114844575874524,0.02033944979893655,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2562,0.42857142857142855,0.1267605633802817,0.06076681775309236,0.7180285894157187,0.375,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.44006924508538836,0.078288977096798,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8045,0.0,0.5070422535211268,0.42547801081040465,0.29984509852616337,0.6875,0.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3091700352265444,0.6767186814167866,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6834,0.2857142857142857,0.8732394366197184,0.35811811078287664,0.4606157394908399,0.75,0.6000000000000001,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.904844082919758,0.7382646338586648,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8876,0.0,0.1267605633802817,0.30579474910199744,0.5888450495591285,0.625,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.47563040485392916,0.7019332915287894,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2407,0.14285714285714285,0.0,0.3357502771929665,0.2805993693467776,0.5625,0.2,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2735241867722563,0.21950902109175813,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1176,0.42857142857142855,0.49295774647887325,0.26334818118713055,0.9080075572540967,0.4375,0.2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.39236617804324114,0.19476797889683,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6615,0.14285714285714285,0.9577464788732394,0.524716530189899,0.6093416260631396,0.5,0.4,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2142359216205072,0.6523965743425535,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8036,0.2857142857142857,0.5352112676056339,0.491368650136338,0.32512710884875273,0.625,0.4,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2853358795383186,0.8305189931695527,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2924,0.0,0.8169014084507044,0.17226873547042632,0.620493988312844,0.75,0.4,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.499651065962452,0.06755686832933513,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6731,0.2857142857142857,0.1267605633802817,0.6588084038148879,0.25776458067554364,0.5625,0.2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.761893863390746,0.5227203911162446,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5806,0.42857142857142855,0.04225352112676056,0.46957451956850177,0.8446370420990877,0.375,0.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1663896688481601,0.6669106592261795,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5504,0.2857142857142857,0.8169014084507044,0.45710807393322955,0.8297280746215852,0.25,0.2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.726475913141362,0.8563106666148925,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
608,0.14285714285714285,0.2112676056338028,0.486581497830628,0.5041453590784356,0.3125,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.29746583048230224,0.2307092606179769,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7581,0.2857142857142857,0.09859154929577468,0.22367649617632987,0.49388890051162926,0.8125,0.2,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.4875044246864684,0.6789064739380408,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7311,0.2857142857142857,0.7887323943661971,0.1787476581055329,0.2253080067164399,0.5625,0.2,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8332840465799382,0.9165368654684869,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1071,0.14285714285714285,0.9859154929577466,0.2883968781647468,0.5030296904978525,0.625,0.2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5826604749848677,0.3627462315327302,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2028,0.0,0.5633802816901409,0.31721894337362366,0.42008249603614156,0.5625,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.22601002783503,0.013440344815303498,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
7727,0.14285714285714285,0.07042253521126762,0.5306583506033273,0.4432208224730355,0.5,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3804141542217794,0.8630122279621218,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5839,0.2857142857142857,0.5211267605633803,0.6758722198278929,0.4897088280391225,0.875,0.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1308542011528233,0.8198928472519115,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6658,0.14285714285714285,0.2676056338028169,0.20982851556739518,0.4067321038795316,0.5625,0.2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.40459943491046246,0.6111739883565713,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7239,0.0,0.5774647887323944,0.6147811267294967,0.5971772596334266,0.3125,0.2,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5350685404327029,0.5792402775198883,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3824,0.14285714285714285,0.07042253521126762,0.5315170169999098,0.45047373072423813,0.3125,0.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.4520522183394786,0.11727753735888713,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2149,0.5714285714285714,1.0,0.13633033209997672,0.5688474914274428,0.6875,0.4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4400559232696528,0.19701726707552994,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8835,0.42857142857142855,0.352112676056338,0.12529916070878902,0.3707547838851475,0.3125,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.44024575914388386,0.7734021916596108,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
747,0.2857142857142857,0.7746478873239436,0.4005637104226008,0.3449937932539269,0.375,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7263871232394846,0.09303441790305522,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1915,0.42857142857142855,0.3661971830985916,0.22558729034301436,0.21598614035870561,0.625,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.43993031757843226,0.10839838220432502,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2741,1.0,0.14084507042253525,0.9337992221458468,0.7723168362340027,0.625,0.2,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.48760909609581893,0.3172890902799012,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4154,0.14285714285714285,0.7887323943661971,0.15346047496025958,0.5350462978617896,0.4375,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5590820648542244,0.08224145342182512,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3897,0.42857142857142855,0.5070422535211268,0.165384686515597,0.880088932570652,0.6875,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.42800586515775163,0.1453885205014773,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5498,0.0,0.2112676056338028,0.2816724009534412,0.88297574750572,0.3125,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4875543814954766,0.6164594390944107,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
128,0.5714285714285714,0.8028169014084506,0.7193326686447237,0.2817022174089108,0.375,0.6000000000000001,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8334538664260266,0.2535379073312803,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8673,0.5714285714285714,0.5774647887323944,0.5756005508710942,0.17308852753965998,0.625,0.6000000000000001,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.30930420494216626,0.8138557516875978,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7613,0.0,0.7887323943661971,0.6804069428038905,0.6338017797916129,0.3125,0.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3448287297174345,0.8980919227447816,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8526,0.2857142857142857,0.08450704225352113,0.7123006672480835,0.6739289518074572,0.6875,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.428038693917957,0.7554819391674656,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
242,0.42857142857142855,0.8028169014084506,0.13256209572697272,0.41016090216087564,0.0625,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4519802281988021,0.21581971528182767,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6562,0.14285714285714285,0.352112676056338,0.4093010380006358,0.4757205050167205,0.625,0.4,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22607568535544076,0.7634531759252159,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
234,0.0,0.2112676056338028,0.47491397601563107,0.35991639174206,0.5,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5242840500578836,0.19456734568406556,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5438,0.14285714285714285,0.8591549295774649,0.2669751462168086,0.6093162307261256,0.4375,0.2,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21401420854433773,0.6117802973995687,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5577,0.2857142857142857,0.5774647887323944,0.017264733105123792,0.45894631352388116,0.625,0.4,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5350685404327029,0.7005696773241138,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5368,0.0,0.676056338028169,0.346877114168257,0.5052251884896577,0.875,0.4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6191134970123616,0.890922164819946,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8422,0.0,0.3943661971830986,0.3555211000225318,0.9047941513013107,0.625,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.43991271375049623,0.929380467787284,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8009,0.8571428571428571,0.8732394366197184,0.10115473588697826,0.9873258221797307,0.1875,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.3330065698104371,0.6333088350741453,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8448,0.2857142857142857,0.352112676056338,0.24136959420460213,0.5387121147597626,0.5625,0.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2735241867722563,0.7179380999063982,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6575,0.5714285714285714,0.45070422535211274,0.1614324778654723,0.5997479026226703,0.3125,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4519689569911317,0.6241721272066212,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4309,0.0,0.3661971830985916,0.18660337116610248,0.5203893791041511,0.3125,0.2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6072394771798224,0.1339455351549957,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9028,0.8571428571428571,0.7605633802816901,0.0502694564480976,0.5479947453218101,1.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011978643663976274,0.6802112578909332,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2634,0.14285714285714285,0.04225352112676056,0.13672316132538664,0.4962003205983023,0.4375,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07156017907355999,0.19083305205980838,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4767,0.0,0.49295774647887325,0.16246804813063348,0.3629381626405764,0.5,0.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6191134970123616,0.5534156419484714,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1310,0.5714285714285714,0.1971830985915493,0.5020356532463409,0.47702317362163815,0.5625,0.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.48772664208851935,0.1188442074857197,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
7069,0.42857142857142855,0.05633802816901412,0.32708189080509464,0.38043142310096756,0.25,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2854015370587294,0.5438582022603038,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1831,0.2857142857142857,0.8591549295774649,0.7729540031544467,0.5406015278336052,0.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.8214095509682656,0.071646852921038,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6211,0.42857142857142855,0.22535211267605637,0.39777372242630776,0.6267952063094463,0.4375,0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3329547098848953,0.7966141936504622,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6770,0.8571428571428571,0.7887323943661971,0.6144529782836219,0.3208257736420041,0.3125,0.2,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8453283953422385,0.8438561201505728,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6547,0.0,0.9295774647887324,0.15582906961443185,0.4269017154194872,0.375,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.44014156351366673,0.6911610711557171,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1620,0.2857142857142857,0.04225352112676056,0.12161642303088904,0.36006176417437963,0.25,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7978140223044022,0.1879582390562604,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
880,0.14285714285714285,0.7323943661971831,0.19393544102947788,0.5467461067566217,0.1875,0.2,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.6787165090920274,0.18321036492424198,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
620,0.42857142857142855,0.3943661971830986,0.04251792979288692,0.5077114764228253,0.3125,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07156016004239463,0.09156326073788107,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1954,0.5714285714285714,0.014084507042253558,0.42370103226844696,0.9545798048670098,0.5,0.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1308475402449556,0.07031774238693625,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
7575,0.14285714285714285,0.43661971830985913,0.10572809304117115,0.29549087753008296,0.4375,0.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.17836836009004964,0.8130194498710313,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4962,0.5714285714285714,0.8450704225352114,0.3722438895302636,0.4406146260119722,1.0,0.6000000000000001,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.39236620183219795,0.7555196027013708,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
