,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_FiberOptic,InternetService_None,Contract_Month-to-month,Contract_Oneyear,Contract_TwoYear
4357,3,50,21902.4,12.75802,18,3,0,0,1,0,1,0,1,0,0,1,0,0,0,127.482,2097.12893,1,0,0,1,0,0,0,1,0,1,0,0
7372,0,42,8651.06,4.132345,12,2,1,0,0,0,0,0,1,0,0,1,0,0,1,107.482,5777.579326,0,0,1,1,0,0,1,0,0,0,1,0
6298,2,68,50268.03,9.772328,13,2,1,0,0,0,1,1,1,1,1,0,1,1,0,277.6513,5879.612124,0,0,1,0,1,0,0,1,0,1,0,0
2490,4,29,33192.8,9.237382,10,1,0,0,0,1,1,0,0,0,1,1,1,1,1,200.1652,1131.789188,0,0,1,1,0,0,0,0,1,0,0,1
2155,4,19,44107.0,17.14612,12,1,0,0,1,0,1,0,1,0,0,0,1,0,0,107.4806,646.5215872,0,1,0,0,1,0,0,0,1,0,0,1
836,0,56,20070.17,6.486151578,11,1,1,0,0,1,1,0,1,1,0,0,1,0,1,142.452604,2044.73861,0,0,1,1,0,0,1,0,0,1,0,0
9042,3,29,95064.28,9.867609,16,1,1,0,1,0,1,1,1,1,0,1,1,1,1,257.6375,7096.494932,0,0,1,0,1,0,1,0,0,1,0,0
6388,1,35,83330.44,10.75619,4,1,1,0,1,1,1,1,1,1,0,1,1,0,1,207.4673,5834.02568,0,0,1,0,1,0,0,1,0,1,0,0
6360,1,40,45572.07,7.57603,10,0,0,1,0,0,1,1,0,0,0,0,1,1,0,240.1149,4435.063306,0,1,0,0,1,0,0,1,0,1,0,0
607,2,26,60231.84,9.712856304,13,0,1,0,0,1,1,1,0,0,0,0,0,1,1,159.947583,1200.010955,0,1,0,0,1,0,1,0,0,1,0,0
4872,0,36,24084.76,6.332682,11,1,0,1,1,0,1,0,1,0,0,1,0,1,0,162.4689,992.4258553,0,0,1,1,0,0,0,1,0,0,0,1
5615,6,39,46288.04,5.375651,14,1,1,0,0,0,1,0,1,1,1,0,0,0,0,129.9915,5930.097335,0,0,1,0,1,0,1,0,0,1,0,0
7977,3,68,35053.31,10.9825,16,1,0,0,0,1,1,0,1,0,1,1,0,1,0,142.5156,5983.810886,0,0,1,0,1,0,0,0,1,1,0,0
1452,3,77,75066.56,11.23380581,16,0,0,0,1,0,1,0,1,0,1,0,1,0,1,120.003499,942.2015895,0,1,0,0,1,0,0,0,1,1,0,0
1845,3,27,43133.76,11.60381433,17,1,0,0,0,0,1,0,0,0,1,0,1,1,0,187.656013,2171.802329,0,0,1,0,1,0,0,0,1,1,0,0
8043,0,20,36004.39,3.644552,13,1,0,0,1,0,1,0,1,0,0,1,1,0,1,119.9897,5871.273948,0,1,0,0,1,0,0,0,1,1,0,0
5854,4,77,16257.75,12.16038,11,1,1,0,1,0,1,1,0,0,1,0,1,0,0,149.9913,4874.991387,0,0,1,0,1,0,0,0,1,1,0,0
9144,1,40,56159.24,13.19852,18,0,1,0,0,0,1,1,0,1,0,0,0,1,1,182.4433,6532.644086,1,0,0,0,1,0,1,0,0,0,1,0
8215,3,69,95360.44,14.90809,17,0,0,1,0,1,1,0,0,0,1,0,1,1,0,220.1323,5842.03594,1,0,0,0,1,0,0,1,0,0,0,1
2478,1,74,75295.21,12.49263,7,0,0,0,0,1,1,1,1,1,1,0,0,1,0,217.484,2083.650225,1,0,0,1,0,0,0,1,0,1,0,0
5347,3,79,37900.97,11.95593,8,0,1,0,0,0,1,1,0,1,0,0,0,0,0,147.4564,5449.470206,1,0,0,1,0,0,1,0,0,0,1,0
3887,1,86,16550.24,13.58291,7,1,0,0,0,0,1,0,0,1,1,0,0,0,1,114.9976,252.1141473,0,0,1,0,1,0,0,0,1,0,0,1
7206,0,84,16442.14,8.834703,10,3,0,0,0,0,0,1,0,1,1,1,0,0,1,172.4885,4981.747627,0,1,0,1,0,0,1,0,0,1,0,0
5912,4,31,46024.12,10.20203,13,1,1,0,1,0,1,1,0,1,1,1,1,1,0,267.6427,4642.627892,1,0,0,0,1,0,1,0,0,1,0,0
3678,5,45,30933.38,5.692916,8,1,0,0,0,0,1,1,0,1,1,0,1,0,1,204.9634,903.733212,0,1,0,0,1,0,0,1,0,1,0,0
9204,7,18,42841.97,8.682296,16,1,2,0,1,0,1,1,0,0,0,1,1,1,1,220.1478,5747.654271,0,1,0,0,1,0,0,0,1,0,0,1
2351,4,82,60271.58,5.147124,15,2,0,0,0,0,1,1,0,1,1,1,1,0,0,197.4725,1151.98874,0,1,0,0,1,0,1,0,0,0,0,1
2702,4,68,22041.71,10.00097,14,3,0,0,1,1,0,0,1,0,0,0,0,1,1,149.9598,1150.114958,1,0,0,0,1,0,0,1,0,1,0,0
8884,3,58,75008.28,11.33748,8,0,0,0,1,0,1,0,0,1,0,0,1,0,1,159.9349,4727.906301,0,0,1,0,1,0,0,1,0,0,1,0
616,0,51,27537.94,5.702833154,16,2,1,0,1,0,1,1,0,1,1,0,1,0,1,184.963371,1138.169594,0,1,0,1,0,0,1,0,0,0,1,0
8548,2,53,28702.52,10.3045,10,0,0,0,1,0,1,1,0,0,1,1,1,0,1,174.9768,6387.155472,1,0,0,0,1,0,1,0,0,1,0,0
3467,1,54,60633.22,10.85863,19,0,0,0,0,0,1,0,0,1,1,1,0,1,0,194.9699,1893.522906,1,0,0,0,0,1,0,1,0,0,1,0
2053,1,44,7591.68,10.40481,11,2,0,1,1,0,1,1,0,0,0,1,1,0,1,149.9776,980.4160232,1,0,0,1,0,0,0,0,1,0,0,1
396,1,82,40183.01,10.3853182,9,1,0,0,1,0,1,1,0,0,1,0,1,1,1,232.637807,1342.310858,0,1,0,0,1,0,1,0,0,1,0,0
9238,4,63,32525.69,3.712647,10,2,1,1,1,0,1,1,0,1,1,0,1,1,1,275.1336,6277.545967,0,1,0,0,1,0,0,1,0,1,0,0
6618,0,80,23283.91,10.15999,13,1,0,0,1,0,1,1,0,0,1,0,1,1,1,232.6378,6215.478436,0,1,0,0,1,0,1,0,0,0,1,0
8899,4,30,100050.0,14.12923,17,2,0,0,0,1,1,0,0,0,0,0,0,1,1,147.4421,6042.586728,0,1,0,0,1,0,0,1,0,0,0,1
8338,3,52,20240.87,8.732089,12,0,0,0,0,0,1,1,0,0,1,0,0,0,0,157.4836,5739.899898,0,1,0,0,1,0,0,1,0,0,1,0
4580,1,31,62028.51,7.150882,10,0,1,0,0,1,1,1,0,0,0,1,1,0,1,149.9776,1248.354542,1,0,0,1,0,0,0,0,1,1,0,0
4448,4,42,23813.32,8.927502,10,0,0,0,0,1,1,0,0,1,1,0,1,1,0,222.6281,1746.862212,0,0,1,1,0,0,1,0,0,1,0,0
8592,6,58,81455.87,9.46119,11,0,1,0,1,0,1,1,1,1,1,0,1,1,0,245.175,6771.922364,0,0,1,1,0,0,0,0,1,1,0,0
4451,3,38,47890.17,12.17482,16,1,1,0,0,1,1,1,0,1,0,0,0,0,1,147.4564,1153.463764,0,1,0,1,0,0,1,0,0,0,0,1
2214,7,60,44522.71,10.27753,14,1,0,1,0,1,1,0,0,0,0,0,0,0,1,92.45514,1106.403216,1,0,0,1,0,0,1,0,0,1,0,0
7886,0,51,61269.37,6.938827,13,0,0,0,0,1,1,1,0,1,0,1,1,1,1,242.6435,4967.50972,0,0,1,1,0,0,0,0,1,0,1,0
2779,1,32,82308.64,11.48109,11,0,0,0,1,1,1,1,0,0,0,0,1,0,1,137.4684,1461.63528,1,0,0,0,1,0,0,0,1,0,1,0
6994,2,88,29013.48,8.996603,14,0,1,1,0,1,1,1,0,1,1,0,0,0,1,159.9794,4605.537302,0,0,1,1,0,0,1,0,0,1,0,0
5781,1,80,32687.28,3.518516,9,1,0,0,0,0,1,1,1,0,1,1,1,1,1,247.6647,6066.504159,0,1,0,0,1,0,1,0,0,0,1,0
4369,3,70,34260.52,15.8889,11,1,0,0,1,1,0,0,0,1,0,0,1,1,0,230.1051,1981.140361,0,1,0,0,1,0,0,1,0,0,0,1
1241,3,88,73646.38,7.568122559,14,1,0,0,1,0,1,1,0,1,0,0,1,0,0,172.440432,1441.176168,0,1,0,0,1,0,1,0,0,0,0,1
6062,0,29,40165.02,10.35392,10,0,0,1,1,0,1,0,0,1,1,1,1,0,1,184.967,4178.995617,0,0,1,1,0,0,0,1,0,1,0,0
4900,1,77,19819.81,8.875116,9,1,1,0,1,0,1,1,0,1,0,1,1,1,1,242.6435,1870.593916,1,0,0,0,1,0,0,0,1,1,0,0
865,1,61,18653.61,10.60701919,6,1,0,0,1,0,1,1,1,0,0,1,1,1,1,235.141716,1215.412022,0,1,0,0,1,0,1,0,0,0,1,0
3026,4,82,28738.5,10.653,14,0,1,0,0,0,1,0,0,0,1,0,1,1,0,200.1323,2733.904187,0,1,0,0,1,0,1,0,0,1,0,0
1556,3,75,13389.11,10.3868905,11,0,0,0,1,0,0,1,0,1,1,0,1,0,1,172.487091,1380.893387,0,0,1,1,0,0,0,0,1,0,0,1
6499,1,67,48134.77,10.84393,18,1,1,0,1,0,1,0,0,1,0,0,1,1,1,230.1051,6008.707062,0,1,0,0,1,0,0,1,0,1,0,0
9216,1,63,85694.68,11.90177,8,0,0,0,0,0,1,1,1,1,1,0,0,0,0,162.497,5088.812303,0,1,0,1,0,0,1,0,0,1,0,0
3308,1,77,11960.32,13.96143,17,0,0,0,0,1,1,1,0,0,0,1,1,1,0,252.624,877.7033783,0,1,0,1,0,0,0,1,0,1,0,0
2638,0,88,35311.08,11.88241,11,2,1,0,0,0,1,0,1,1,0,1,0,1,0,184.9647,428.5644943,0,1,0,0,1,0,0,1,0,1,0,0
100,0,69,58077.38,10.68311773,12,1,1,0,0,0,0,0,0,1,1,1,1,1,1,222.660939,1806.135733,0,0,1,0,1,0,0,0,1,1,0,0
5534,1,70,77445.52,5.725979,11,0,0,0,0,0,1,1,1,0,1,0,0,0,1,160.0013,4930.470975,1,0,0,1,0,0,0,1,0,0,0,1
637,4,44,36699.84,9.435961177,9,1,0,0,0,0,1,0,1,1,1,0,1,1,1,245.145743,2895.881802,1,0,0,0,1,0,0,1,0,0,0,1
5133,4,77,74776.99,12.35944,14,2,0,0,0,0,1,1,0,0,1,0,0,1,1,172.4705,6414.916465,0,0,1,0,1,0,1,0,0,0,0,1
5676,3,63,20532.33,6.69757,11,0,0,0,0,1,1,0,0,0,1,0,0,0,1,92.5018,5785.21074,0,1,0,0,1,0,0,0,1,0,0,1
7725,2,24,40098.08,5.417149,15,1,1,0,0,0,1,1,0,0,1,0,0,1,1,192.4705,5620.276365,0,1,0,1,0,0,0,1,0,0,0,1
3181,0,38,54832.87,12.79698,12,2,0,0,0,1,1,0,0,1,0,1,0,1,0,149.9707,1958.648355,0,0,1,0,0,1,0,0,1,0,1,0
1266,3,63,18895.42,9.064004874,12,2,0,0,1,1,1,0,0,0,1,0,0,1,0,127.488728,875.0932458,1,0,0,1,0,0,0,0,1,1,0,0
9888,4,46,34510.91,9.817191,10,2,0,0,0,0,1,1,1,0,1,1,1,1,1,235.1884,6003.720515,0,1,0,1,0,0,0,0,1,0,0,1
1723,4,26,5920.06,12.56737024,13,0,0,0,0,1,1,1,1,0,0,1,1,1,1,222.665436,1024.224748,0,1,0,1,0,0,0,0,1,0,1,0
6411,0,19,11791.97,7.659547,11,1,1,0,0,0,0,1,0,0,1,1,0,0,1,149.9928,5855.929799,0,0,1,0,1,0,1,0,0,0,1,0
4880,0,47,16013.09,7.696462,11,1,0,0,0,0,1,1,1,1,0,1,0,1,0,197.4702,1348.318284,0,0,1,1,0,0,1,0,0,1,0,0
6083,3,69,37477.74,16.61878,13,0,1,0,1,0,1,0,1,1,1,1,0,0,0,142.5007,4121.283443,0,1,0,0,1,0,1,0,0,0,0,1
184,1,24,47395.3,11.86384439,11,3,0,0,1,0,1,1,1,1,1,1,0,1,1,209.993134,1433.616898,0,1,0,1,0,0,1,0,0,0,0,1
9239,7,25,48299.76,3.85093,8,1,0,0,0,0,1,1,0,1,0,0,0,1,0,202.4433,6339.601147,0,0,1,1,0,0,0,1,0,1,0,0
2281,0,82,29906.71,6.924593,8,0,0,0,0,0,1,1,1,0,0,0,1,1,0,242.6326,1177.660151,0,1,0,0,1,0,0,1,0,1,0,0
349,1,80,46622.3,11.19861363,10,0,0,0,1,0,1,0,0,1,0,0,0,0,1,134.950905,380.0501404,0,1,0,0,1,0,0,1,0,1,0,0
4346,1,74,44526.16,11.69889,10,1,1,0,0,0,1,0,1,1,1,0,0,1,1,164.9785,2396.551383,0,1,0,1,0,0,1,0,0,0,1,0
7731,1,30,20108.49,11.17686,18,1,0,0,1,0,1,1,1,0,0,0,0,0,1,147.4783,4089.200279,0,1,0,1,0,0,0,1,0,1,0,0
7444,1,76,23177.92,11.86676,8,0,0,0,1,0,1,0,1,0,1,1,1,1,1,235.1591,6397.088048,0,1,0,1,0,0,0,1,0,1,0,0
620,1,84,63725.44,10.8901854,14,0,0,0,1,0,1,1,1,0,0,0,1,1,1,242.632554,1499.600891,0,1,0,0,1,0,0,1,0,0,1,0
4748,1,29,12854.97,2.542536,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,134.9509,906.6526156,0,0,1,0,1,0,0,1,0,1,0,0
7809,3,35,33350.91,10.42876,9,1,1,0,0,1,1,1,0,0,0,0,1,1,1,220.1149,5431.77178,0,0,1,0,1,0,1,0,0,0,0,1
5021,2,86,8893.59,10.65214,11,4,0,0,0,1,1,0,0,1,0,0,0,1,1,149.9378,6514.041653,0,1,0,0,1,0,1,0,0,1,0,0
3890,1,81,33013.26,5.663218,16,0,1,0,0,0,1,0,1,0,0,1,1,0,0,132.466,1921.908003,1,0,0,0,1,0,1,0,0,0,1,0
85,0,33,10389.95,6.03993035,15,1,0,0,0,0,1,0,1,0,0,0,1,0,1,139.95684,562.6095219,1,0,0,0,1,0,0,1,0,0,1,0
9099,1,62,47939.14,8.316257,15,2,1,0,0,0,1,1,0,0,1,1,0,1,1,204.9797,6198.053982,0,1,0,0,1,0,0,1,0,1,0,0
7971,4,68,17235.3,6.936363,10,0,1,0,1,0,1,0,0,1,0,0,1,1,0,230.1051,4819.017885,1,0,0,1,0,0,0,1,0,0,0,1
559,0,88,33165.9,10.91857997,14,2,1,0,0,0,1,1,1,1,0,1,0,1,1,217.470195,851.1414085,0,0,1,0,1,0,0,1,0,0,0,1
9243,3,42,15550.44,11.06803,12,1,0,0,0,0,1,0,0,0,1,1,1,0,0,129.995,6180.701125,1,0,0,1,0,0,0,0,1,0,1,0
1567,1,56,40189.23,10.90971891,13,1,0,1,1,0,1,0,0,0,1,0,1,1,0,187.656013,919.2556886,0,1,0,0,1,0,0,0,1,1,0,0
3669,2,57,10085.48,11.06462,12,0,0,0,0,0,1,0,1,1,1,1,0,0,0,142.5007,1435.659724,0,0,1,0,1,0,1,0,0,1,0,0
6520,1,68,5960.43,8.696081,15,1,2,0,1,1,1,0,0,0,0,0,1,0,1,137.4392,3673.166054,1,0,0,1,0,0,0,1,0,0,1,0
9041,3,58,16271.47,8.690721,12,0,2,0,0,1,1,0,0,0,0,0,0,0,1,112.4551,5695.648337,0,1,0,1,0,0,0,1,0,1,0,0
6672,2,57,56121.37,14.6661,12,1,0,0,0,0,1,1,0,0,0,1,1,1,0,220.1478,6276.75062,0,0,1,0,1,0,0,0,1,0,0,1
3226,1,58,18863.86,8.25657,14,1,0,0,1,0,1,1,1,1,0,1,1,1,1,245.1612,941.6039037,0,1,0,0,1,0,0,0,1,0,1,0
8522,4,50,31421.54,10.19811,12,0,0,0,0,0,0,0,1,1,0,1,0,1,0,164.9647,6293.093113,0,1,0,0,1,0,1,0,0,0,0,1
3874,3,88,4196.99,8.949569,12,1,2,0,1,1,1,0,0,0,0,0,0,1,0,147.4421,1114.819074,1,0,0,0,1,0,0,1,0,0,1,0
1519,3,19,15694.8,7.423334085,16,1,0,0,0,0,1,0,0,1,0,1,0,0,1,147.460067,1561.767949,0,0,1,1,0,0,0,1,0,1,0,0
3755,2,53,11529.46,12.26166,13,0,0,1,1,0,1,1,0,0,1,1,0,0,1,169.9928,517.420314,0,0,1,1,0,0,0,1,0,1,0,0
8995,5,82,33144.92,11.41366,14,2,0,1,1,0,1,0,0,0,1,0,1,1,0,220.1323,5083.752685,1,0,0,0,1,0,0,1,0,0,0,1
9690,0,21,26162.53,12.50068,15,0,0,0,1,0,1,0,0,0,1,1,1,0,0,129.995,4315.294634,1,0,0,1,0,0,0,0,1,1,0,0
5165,0,88,42043.47,13.01754,11,1,1,0,1,1,1,0,0,1,0,1,1,0,0,172.4441,5997.071735,1,0,0,1,0,0,0,1,0,1,0,0
1224,7,47,20095.5,10.42690816,17,2,0,0,1,0,0,0,0,0,0,0,0,1,0,147.442069,1890.385398,0,0,1,1,0,0,0,1,0,1,0,0
2090,4,44,100861.7,11.24791,11,0,1,0,0,0,1,1,0,0,1,0,0,1,0,192.4705,2261.179586,0,1,0,1,0,0,0,1,0,0,0,1
4868,0,86,16587.43,8.412486,12,0,1,0,1,1,1,0,1,1,1,1,0,0,1,142.5007,733.0142637,0,1,0,1,0,0,1,0,0,0,1,0
2931,3,49,24271.95,7.262788,14,0,1,1,1,1,1,1,1,0,0,1,0,1,0,194.9744,1209.038145,0,1,0,0,1,0,0,1,0,1,0,0
6080,0,22,24014.24,7.675199,13,2,0,0,0,1,1,0,1,0,1,0,1,0,1,152.4798,5071.038201,0,1,0,0,1,0,0,1,0,1,0,0
9703,0,85,28348.26,5.543435,13,0,0,0,0,0,1,1,0,0,1,1,0,0,1,169.9928,5691.599692,0,0,1,0,1,0,0,1,0,0,1,0
5249,2,64,12673.03,13.55014,9,3,0,1,0,0,0,1,0,0,1,0,0,1,1,192.4705,4745.745988,0,0,1,1,0,0,0,1,0,1,0,0
3978,7,33,16859.67,12.55796,13,2,1,0,1,1,1,0,1,0,0,0,1,0,1,139.9568,787.5389871,0,1,0,0,1,0,0,1,0,0,1,0
2461,2,78,18521.02,11.91227,11,1,0,0,0,0,1,0,0,1,1,0,1,0,1,152.4579,1290.155524,1,0,0,0,1,0,1,0,0,0,0,1
9210,3,75,32340.98,9.804896,18,0,1,0,1,0,1,0,0,1,0,0,0,0,1,134.9509,4796.464221,0,0,1,1,0,0,0,1,0,1,0,0
5432,1,89,84596.35,8.402222,10,1,0,0,0,1,1,0,0,0,0,1,0,0,0,124.9643,5796.999774,0,0,1,1,0,0,0,1,0,0,1,0
1964,2,48,17762.55,15.78937082,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1,92.455141,1587.688033,1,0,0,0,0,1,1,0,0,1,0,0
6927,0,27,23589.3,10.77653,13,2,0,0,0,0,1,1,0,1,0,0,0,1,1,182.4433,6469.664211,1,0,0,0,1,0,1,0,0,0,1,0
7032,6,75,37487.92,9.709427,9,0,0,1,0,0,1,0,1,1,0,0,0,1,0,139.9792,6379.174333,1,0,0,0,1,0,0,0,1,1,0,0
3608,0,49,50538.21,9.678927,12,3,0,0,1,0,1,1,0,0,0,0,1,0,0,149.9447,2026.924358,1,0,0,1,0,0,1,0,0,1,0,0
3784,7,30,17656.58,11.14381,8,0,1,1,1,1,1,0,1,0,1,1,1,1,1,202.6829,1711.417233,1,0,0,0,1,0,0,0,1,0,0,1
9766,2,65,9539.0,11.47074,11,0,0,0,0,0,1,1,0,0,1,1,0,1,0,204.9797,4363.777277,0,1,0,0,1,0,0,1,0,0,1,0
5397,0,80,34188.58,11.43863,15,2,0,0,0,0,1,1,0,1,0,0,0,0,1,134.9801,5917.693418,1,0,0,1,0,0,0,0,1,1,0,0
9244,5,32,41512.12,12.47085,9,0,0,0,1,0,0,1,0,1,0,1,0,0,0,179.9656,6153.937297,0,1,0,1,0,0,0,1,0,1,0,0
2333,1,56,25996.36,10.12576,11,2,1,0,0,0,1,1,0,0,1,1,0,0,1,149.9928,711.8524934,1,0,0,1,0,0,1,0,0,0,1,0
1494,1,79,69154.47,8.688254477,13,2,0,0,0,1,1,0,1,1,1,1,1,0,1,167.484705,1422.716519,0,0,1,1,0,0,1,0,0,0,0,1
3997,1,40,23263.37,6.610095,10,2,0,0,0,0,1,0,0,0,1,0,1,0,1,149.9621,798.4043093,0,0,1,0,1,0,0,1,0,1,0,0
94,0,76,81127.41,9.834012571,7,1,0,0,0,1,1,1,0,0,1,1,0,1,1,184.979684,2233.567181,0,1,0,0,1,0,1,0,0,0,0,1
4875,1,55,16090.91,13.928,10,2,2,0,1,1,1,0,1,1,0,0,1,0,1,162.4526,520.7155239,0,0,1,0,0,1,0,1,0,0,1,0
7685,1,35,63599.94,9.339902,7,3,0,1,1,1,1,1,1,1,1,1,0,1,0,229.9931,5831.696572,1,0,0,1,0,0,0,1,0,0,1,0
3691,0,48,41250.17,10.2122,9,1,0,0,0,0,1,0,0,1,0,1,0,1,1,182.447,821.6574124,0,1,0,0,1,0,0,1,0,1,0,0
6145,0,18,14551.81,7.594244,12,2,0,0,1,0,1,1,0,0,1,1,0,1,1,204.9797,5133.478559,0,0,1,1,0,0,0,1,0,1,0,0
1798,2,60,27353.22,12.65398405,9,0,0,0,0,0,1,1,0,0,0,1,1,0,1,162.45383,2586.074672,0,1,0,1,0,0,1,0,0,0,1,0
3809,1,23,78118.48,8.47218,6,0,1,0,1,1,1,0,1,0,1,1,0,1,1,174.9919,762.6142063,0,0,1,0,1,0,0,1,0,1,0,0
1766,2,70,25019.9,11.34236064,12,0,0,0,1,0,1,1,1,0,0,0,1,0,1,172.462354,1782.747566,0,1,0,0,1,0,0,1,0,1,0,0
5580,1,48,13039.56,10.92729,12,0,0,0,1,0,1,0,0,1,0,0,0,1,1,169.9378,3653.559021,1,0,0,1,0,0,0,1,0,0,1,0
1384,3,37,31781.03,9.016531101,11,0,0,0,1,0,1,0,0,0,0,1,0,1,0,159.951231,432.0011277,1,0,0,1,0,0,0,1,0,0,1,0
800,2,20,20433.9,10.4009592,13,0,1,0,0,0,1,1,0,0,0,1,1,1,1,232.62403,1810.319743,0,1,0,0,1,0,1,0,0,1,0,0
1578,0,83,79304.79,10.22159613,13,3,0,0,0,0,1,1,0,1,0,1,1,1,0,242.643514,1507.329753,0,0,1,0,1,0,0,0,1,0,1,0
8426,4,58,5026.38,12.23929,15,0,1,0,1,0,1,0,1,0,0,1,0,1,0,129.9926,4409.527019,0,1,0,0,1,0,0,0,1,1,0,0
6642,1,30,23927.18,13.07212,10,0,2,1,0,0,1,1,1,1,1,0,0,1,1,217.484,5655.54142,1,0,0,1,0,0,0,1,0,0,1,0
3654,0,72,29702.84,7.204886,14,1,1,0,1,1,1,0,1,0,1,1,0,0,0,120.0049,980.2047172,0,0,1,0,1,0,1,0,0,0,0,1
3763,4,49,14759.93,7.255201,13,0,0,0,1,0,1,0,0,1,1,0,0,1,1,162.4608,1354.828783,0,1,0,0,1,0,1,0,0,1,0,0
9704,2,33,26254.4,11.32274,8,2,0,0,0,0,1,1,1,0,1,0,0,0,1,140.0013,6310.388284,1,0,0,1,0,0,1,0,0,0,1,0
