,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_FiberOptic,InternetService_None,Contract_Month-to-month,Contract_Oneyear,Contract_TwoYear
7807,0,28,18620.96,11.43176,10,1,0,1,0,0,1,0,0,0,1,0,0,1,0,159.965,5852.816544,1,0,0,1,0,0,0,1,0,1,0,0
1256,1,49,71631.82,8.734579171,15,2,2,1,0,1,1,1,1,1,0,0,1,1,0,245.128318,1341.450253,0,0,1,1,0,0,1,0,0,1,0,0
2750,1,77,40411.35,3.059459,12,0,0,0,1,1,1,0,1,0,1,0,1,1,1,222.65,1158.10468,0,1,0,0,1,0,0,1,0,1,0,0
773,1,29,11408.67,8.696229317,16,0,0,0,0,0,1,0,0,1,0,0,0,0,1,134.950905,598.4998978,0,0,1,0,1,0,0,1,0,1,0,0
9480,0,61,44457.68,10.88036,14,2,0,0,0,1,1,0,0,1,0,1,0,0,1,127.4601,6000.414945,1,0,0,0,1,0,1,0,0,1,0,0
1038,3,36,67235.07,12.78736044,11,1,0,0,0,0,0,0,1,1,1,0,0,0,0,129.99153,1097.505591,1,0,0,0,1,0,1,0,0,0,0,1
202,1,35,16440.05,10.8621377,16,1,0,0,1,0,1,1,0,1,0,0,1,1,0,242.610632,2088.48083,0,1,0,0,0,1,1,0,0,1,0,0
6621,0,53,23522.42,12.08731,11,0,0,0,1,0,1,0,0,0,0,1,1,0,1,149.9483,4981.220406,1,0,0,1,0,0,0,1,0,0,1,0
2220,2,29,33578.92,7.548639,14,0,0,1,1,0,0,0,1,1,0,1,0,0,0,149.9778,634.9659165,0,1,0,0,1,0,0,1,0,0,0,1
1093,4,25,27775.18,4.963308626,12,1,0,0,1,0,1,1,0,0,1,0,0,1,1,192.470522,2026.989634,1,0,0,0,1,0,0,1,0,0,1,0
4664,4,51,11269.01,10.87695,13,0,0,1,0,1,0,0,1,0,1,0,0,1,1,130.0064,704.9501482,0,0,1,0,1,0,0,0,1,0,0,1
8186,0,75,19565.53,9.06452,13,0,0,0,1,1,1,0,0,1,0,0,1,0,1,127.4586,4717.831195,1,0,0,1,0,0,0,0,1,0,0,1
492,0,61,18684.74,11.70304454,14,1,1,0,0,0,1,0,1,1,0,1,0,0,0,129.977753,1197.080651,0,0,1,0,1,0,1,0,0,1,0,0
2319,2,87,20648.53,5.099569,16,0,0,0,1,0,1,0,1,1,0,0,0,1,1,139.9792,767.624909,0,1,0,1,0,0,0,0,1,1,0,0
1182,2,31,12061.92,10.94680764,6,0,0,0,1,0,1,1,0,0,0,0,0,0,1,144.960655,1014.854462,0,1,0,0,1,0,0,1,0,0,0,1
7362,2,43,86114.5,12.58727,14,1,0,0,0,1,1,1,1,1,0,0,1,1,1,232.652,6416.029238,0,1,0,1,0,0,0,0,1,1,0,0
6635,4,79,33028.84,4.93801,14,1,2,0,1,1,1,1,0,0,1,0,1,0,1,162.4676,6602.646284,1,0,0,0,1,0,1,0,0,1,0,0
6694,3,81,40071.46,9.519732,18,0,1,0,0,0,1,1,0,0,0,1,0,1,1,172.4567,5586.760819,0,0,1,0,1,0,1,0,0,1,0,0
9737,3,43,13289.12,7.950337,9,1,0,0,0,0,1,1,1,0,1,1,0,0,1,172.5104,5556.021088,0,1,0,1,0,0,0,1,0,0,1,0
7052,7,18,47760.0,7.883202,20,0,1,0,1,0,1,0,1,0,1,0,0,0,1,127.4958,6202.049385,1,0,0,1,0,0,0,1,0,1,0,0
9647,0,39,29732.28,5.790541,11,0,1,0,0,0,1,0,0,0,1,0,1,1,0,187.656,6023.656633,0,0,1,1,0,0,0,0,1,1,0,0
1284,4,87,26129.83,6.292455476,13,3,0,1,0,1,1,0,1,0,0,1,0,1,0,162.468917,715.3186358,0,0,1,0,1,0,0,1,0,0,1,0
2391,0,26,56488.39,9.726798,17,0,0,0,0,0,1,1,1,0,0,1,1,1,1,255.1417,881.9915619,0,1,0,0,1,0,0,1,0,1,0,0
5547,1,66,44541.99,9.06755,11,0,0,0,1,1,1,0,1,0,0,1,1,0,0,119.9897,4501.420909,0,0,1,0,1,0,0,0,1,1,0,0
3913,3,40,3450.88,10.74957,10,0,0,0,0,0,1,1,1,1,0,0,0,0,1,137.4978,760.8370835,0,1,0,1,0,0,0,0,1,0,0,1
2599,6,58,46435.57,13.58247,10,0,0,1,1,0,1,0,1,0,1,1,0,0,0,140.0049,2005.474189,1,0,0,1,0,0,0,1,0,0,0,1
6061,1,83,53461.53,15.9178,10,1,1,0,1,1,1,1,1,1,0,1,0,1,1,197.4702,5869.727078,0,0,1,0,1,0,1,0,0,1,0,0
9957,3,89,87968.71,10.58203,13,3,1,0,0,0,1,0,0,0,0,0,1,1,0,187.6094,6707.388345,0,1,0,1,0,0,1,0,0,1,0,0
2642,4,63,39377.62,8.983351,10,3,1,0,1,1,1,0,1,1,1,1,0,0,0,142.5007,2126.056803,0,1,0,0,1,0,1,0,0,0,0,1
2473,4,74,29602.2,12.79546,12,2,0,0,1,1,1,1,0,1,0,1,0,1,1,194.9525,1066.183659,1,0,0,0,1,0,1,0,0,1,0,0
6932,2,61,43769.04,9.77871,18,1,0,0,0,1,1,1,0,1,0,1,1,0,0,204.9496,5536.041298,0,1,0,1,0,0,0,1,0,0,0,1
7867,1,79,6249.7,14.89202,13,1,1,0,1,1,1,1,1,1,0,0,1,1,1,245.1283,5899.700912,1,0,0,1,0,0,1,0,0,1,0,0
5541,0,76,27666.82,8.180153,12,2,0,0,0,1,1,0,1,1,0,0,1,1,1,232.6228,4831.531789,1,0,0,1,0,0,0,1,0,1,0,0
5354,2,57,54514.78,12.0364,11,0,1,0,1,1,1,0,1,0,0,1,1,0,0,119.9897,4783.923527,1,0,0,1,0,0,0,0,1,1,0,0
9236,2,65,31205.95,9.690982,11,1,0,0,0,0,1,0,0,0,1,0,1,0,0,149.9621,5897.480679,0,0,1,1,0,0,0,1,0,1,0,0
6453,3,73,23446.13,11.26135,15,4,0,0,1,0,1,0,0,0,0,0,0,0,0,112.4551,5680.973666,0,1,0,0,1,0,0,1,0,1,0,0
8695,1,58,36569.31,9.20179,13,1,0,0,0,0,1,1,1,1,0,0,0,0,1,137.4978,4401.494135,0,0,1,1,0,0,0,0,1,0,1,0
7484,7,42,78971.09,9.525291,10,1,1,0,0,0,1,0,1,0,0,0,0,0,0,94.97283,6558.341155,0,0,1,0,1,0,1,0,0,0,1,0
8475,5,85,24029.52,4.48479,12,0,0,0,0,0,1,1,1,1,1,1,1,0,1,219.9902,6491.869404,1,0,0,0,1,0,0,1,0,1,0,0
4005,0,43,36113.68,10.72443,9,2,1,0,1,1,1,0,1,1,1,0,1,1,1,212.6695,1890.634177,0,0,1,1,0,0,0,0,1,0,0,1
5857,2,70,38179.17,3.245984,8,0,0,0,1,1,1,0,0,1,1,0,0,0,0,127.4738,6167.764392,0,0,1,1,0,0,1,0,0,1,0,0
2454,1,24,54215.89,13.0395,12,0,0,0,1,0,1,0,0,1,0,1,1,1,0,242.6143,868.2420268,0,1,0,0,0,1,0,1,0,1,0,0
8409,1,22,17563.31,11.36276,17,0,0,0,1,0,1,1,0,0,0,1,0,0,0,124.9935,4043.335333,0,1,0,0,1,0,0,0,1,1,0,0
8314,5,85,65012.85,7.761601,16,2,0,0,0,1,1,0,0,0,0,1,1,0,1,149.9483,5209.217209,0,1,0,1,0,0,0,1,0,0,0,1
7459,0,19,63428.97,10.37937,13,1,2,0,0,1,1,1,1,0,1,0,0,1,1,174.9882,6025.961938,0,1,0,1,0,0,1,0,0,1,0,0
2364,1,27,23438.89,11.913,11,2,0,0,0,0,1,1,0,0,0,0,0,1,0,147.4713,639.7154381,0,0,1,0,1,0,0,0,1,1,0,0
8079,4,38,42215.28,5.148274,10,1,1,0,1,1,1,1,0,0,0,1,0,1,1,172.4567,6667.408481,0,0,1,1,0,0,1,0,0,0,1,0
7466,4,71,52458.7,11.32763,13,2,1,0,0,1,1,0,0,0,0,0,1,0,1,137.4392,5549.125491,0,0,1,0,1,0,0,1,0,0,1,0
9512,3,68,41508.2,7.763803,14,1,0,0,1,0,1,0,0,1,0,0,0,1,1,169.9378,5953.612372,1,0,0,0,1,0,0,1,0,1,0,0
8674,0,77,25875.88,11.12514,8,2,0,0,1,0,1,0,0,1,0,0,1,1,1,210.1051,5130.234856,0,1,0,0,1,0,1,0,0,0,0,1
4445,1,57,23188.83,10.05346,16,1,0,1,0,1,1,0,0,0,1,0,0,1,1,159.965,347.446058,0,0,1,1,0,0,0,1,0,0,1,0
9029,3,55,11628.95,9.225774,14,2,0,0,1,0,1,1,0,0,0,0,1,0,1,149.9447,5429.192903,0,0,1,1,0,0,1,0,0,1,0,0
6051,2,76,57236.92,7.82051,11,1,0,0,1,0,1,0,0,1,1,0,0,1,1,162.4608,5812.281035,0,0,1,1,0,0,1,0,0,1,0,0
8880,1,82,57339.59,8.890401,15,1,0,0,1,1,1,1,1,0,1,0,0,1,0,194.9882,6292.15687,0,1,0,0,1,0,0,1,0,0,0,1
6344,0,45,7504.8,13.7799,16,2,0,0,0,1,1,0,1,0,0,1,1,1,1,222.6362,5313.394028,0,1,0,0,1,0,0,1,0,0,0,1
4228,3,39,8330.58,15.84283,12,3,2,0,0,1,1,1,0,1,1,1,1,1,1,287.6427,2425.973996,1,0,0,1,0,0,0,1,0,1,0,0
9534,1,24,10927.09,5.073443,12,1,0,0,0,0,1,1,0,1,1,1,0,0,1,160.0122,5218.302234,1,0,0,0,1,0,0,0,1,1,0,0
9291,4,47,57304.51,9.880673,9,2,1,0,1,1,1,1,0,0,0,0,0,0,0,144.9607,5837.262258,1,0,0,1,0,0,0,1,0,0,1,0
9097,7,47,51223.48,11.63648,17,1,0,0,1,1,1,1,0,0,0,1,1,1,1,232.624,6519.801796,0,0,1,0,1,0,1,0,0,0,1,0
8001,1,54,42630.35,13.4777,10,1,1,0,1,0,1,1,1,1,1,0,0,0,1,162.497,4987.58141,0,0,1,1,0,0,1,0,0,1,0,0
2126,4,36,42345.0,7.706837,12,0,0,0,0,1,0,0,1,1,1,1,1,1,1,237.6549,2019.213435,0,1,0,0,1,0,1,0,0,1,0,0
6599,1,20,15266.39,14.30328,9,1,1,0,1,0,1,1,0,0,0,0,1,1,1,240.1149,6394.925559,1,0,0,0,1,0,0,1,0,1,0,0
8635,1,31,4145.29,11.43356,13,0,0,0,1,0,1,0,0,1,0,1,0,1,1,182.447,5312.34805,1,0,0,0,1,0,0,1,0,1,0,0
5740,1,82,59338.19,10.45413,9,0,0,1,1,0,1,0,0,0,1,1,0,0,0,137.4872,5036.334729,1,0,0,0,1,0,0,1,0,0,0,1
8530,3,74,99699.68,11.36648,12,2,0,0,0,1,1,0,0,1,0,0,1,0,1,127.4586,5738.328374,1,0,0,0,0,1,0,0,1,1,0,0
4160,4,88,47792.78,9.011614,7,3,0,1,0,0,1,1,0,0,0,1,1,0,1,182.4538,537.4400071,1,0,0,0,1,0,0,1,0,1,0,0
4708,1,31,36500.99,11.5963,11,2,0,0,0,0,1,0,0,0,1,0,0,0,1,104.9781,1478.755528,1,0,0,0,1,0,1,0,0,1,0,0
7211,1,75,5979.39,9.303419,8,0,1,0,0,1,1,0,0,0,0,0,1,0,0,117.4392,6403.802048,0,0,1,1,0,0,1,0,0,1,0,0
7481,1,45,26524.51,12.97926,19,1,1,0,1,0,1,1,1,1,1,0,1,0,1,187.4811,6536.760755,0,1,0,0,1,0,1,0,0,1,0,0
8992,0,46,10040.11,11.87571,8,1,1,0,0,0,1,1,0,1,1,0,1,0,1,204.9634,4903.899257,0,1,0,1,0,0,0,1,0,1,0,0
5611,3,62,38691.22,14.09089,12,1,0,0,0,0,1,0,0,0,1,1,0,1,1,152.4742,4869.487736,0,0,1,0,1,0,1,0,0,0,0,1
8650,0,31,68058.4,9.652243,12,2,1,0,0,1,1,1,0,0,1,0,1,1,0,252.6378,5385.294842,0,0,1,1,0,0,0,1,0,0,0,1
7309,3,57,12515.49,6.229402,9,2,2,0,0,0,1,0,0,0,0,0,1,1,1,207.6094,5837.413915,1,0,0,0,1,0,0,1,0,1,0,0
4675,0,75,32910.92,8.955689,16,2,0,0,0,0,1,0,1,0,0,0,0,0,0,114.9728,1241.590602,1,0,0,0,1,0,0,1,0,1,0,0
3270,1,80,34784.01,15.60533,8,2,1,1,1,1,0,1,1,1,0,0,0,1,1,204.961,1041.036664,0,1,0,1,0,0,0,1,0,1,0,0
6520,1,68,5960.43,8.696081,15,1,2,0,1,1,1,0,0,0,0,0,1,0,1,137.4392,3673.166054,1,0,0,1,0,0,0,1,0,0,1,0
4572,3,65,66156.08,12.95024,15,2,1,0,0,0,1,1,0,0,0,1,1,0,0,162.4538,1125.779521,0,1,0,1,0,0,1,0,0,0,0,1
4938,0,74,13744.9,7.488474,10,0,0,0,0,0,1,1,1,0,0,0,0,0,1,147.4783,1026.949787,0,1,0,1,0,0,0,1,0,0,0,1
3286,4,86,6992.92,10.66418,19,1,1,0,0,0,1,0,0,1,1,0,0,1,1,182.4608,2162.669491,1,0,0,1,0,0,0,1,0,1,0,0
1914,0,58,23107.22,5.546944946,15,3,0,1,0,1,1,0,1,1,1,0,1,1,1,245.145743,911.3769495,0,0,1,1,0,0,0,1,0,1,0,0
1202,0,29,49106.35,10.24327363,14,0,0,0,1,0,1,0,0,0,0,0,0,0,1,92.455141,1571.397537,0,1,0,1,0,0,1,0,0,1,0,0
7735,3,27,73031.71,9.488845,12,1,1,0,0,1,1,0,0,1,0,0,0,0,1,102.4746,4909.571736,0,0,1,1,0,0,0,0,1,1,0,0
6956,4,22,26278.08,11.43714,11,2,1,0,0,0,1,1,0,0,0,1,1,0,0,149.9776,3836.081698,1,0,0,0,1,0,0,0,1,0,0,1
643,4,47,58297.91,10.27122446,10,0,0,0,0,1,1,0,1,0,1,0,1,1,0,222.649979,878.627791,1,0,0,0,1,0,0,1,0,0,1,0
724,0,49,96022.76,8.025412394,13,2,0,0,0,1,1,1,0,1,0,0,0,1,1,182.443347,1619.817463,0,1,0,0,1,0,1,0,0,1,0,0
5252,3,43,36586.61,12.6855,16,1,1,1,0,0,1,1,0,1,0,1,0,0,1,179.9656,5832.634128,1,0,0,1,0,0,0,1,0,0,1,0
1911,3,41,80430.99,8.713781981,14,1,0,0,0,0,1,1,0,0,1,0,1,0,0,182.467607,1072.585587,1,0,0,0,1,0,0,1,0,1,0,0
3740,2,81,68426.04,9.128286,12,2,0,0,0,0,1,1,1,1,1,0,1,1,1,257.6513,2509.367174,0,1,0,1,0,0,1,0,0,0,1,0
6124,0,39,55044.0,15.49091,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,127.4421,5256.017788,0,0,1,0,1,0,1,0,0,0,0,1
251,4,42,31809.46,15.06990851,14,2,0,0,0,0,1,1,1,1,1,1,0,0,1,162.529926,1641.938696,0,1,0,1,0,0,0,0,1,0,1,0
2428,4,89,64651.67,7.352338,11,0,0,0,0,0,1,1,0,0,0,0,1,1,0,220.1149,2168.702608,0,0,1,1,0,0,1,0,0,0,1,0
8107,3,48,46769.27,16.42412,11,2,1,1,1,0,1,1,1,0,0,0,0,0,0,147.4783,5081.322485,1,0,0,1,0,0,0,1,0,1,0,0
2168,0,80,52089.36,14.15632,11,3,1,0,0,0,1,1,1,0,1,0,0,1,1,194.9882,1693.253857,1,0,0,1,0,0,0,1,0,0,0,1
4111,0,20,84655.31,12.2004,13,1,1,0,1,0,0,1,0,0,1,1,0,0,0,137.5165,1552.219697,1,0,0,1,0,0,0,0,1,0,0,1
1446,0,24,39373.92,4.817687941,6,2,0,0,0,1,1,1,1,0,1,0,0,0,1,160.00128,1100.161591,1,0,0,1,0,0,0,1,0,1,0,0
2834,2,87,32526.64,2.463144,14,1,1,0,1,1,1,1,1,0,1,0,1,0,1,184.9853,1418.813901,0,1,0,0,1,0,0,1,0,1,0,0
4658,2,76,7377.09,12.84627,9,3,0,0,0,0,0,1,0,0,1,0,0,1,0,192.4705,1492.762296,0,0,1,0,1,0,0,1,0,1,0,0
5726,6,31,28436.06,6.622338,11,0,0,0,0,1,1,0,0,1,0,0,1,0,1,139.9349,6722.143611,1,0,0,1,0,0,1,0,0,1,0,0
4897,1,44,79358.93,5.826774,8,0,1,0,0,0,1,0,0,1,0,0,0,0,1,114.9509,1991.629188,0,0,1,1,0,0,1,0,0,1,0,0
860,3,61,32389.5,10.67064745,14,2,2,0,1,0,1,0,1,0,0,0,0,1,0,149.959755,698.7845202,0,0,1,1,0,0,0,1,0,1,0,0
6573,3,42,83714.62,9.032609,12,0,1,0,1,0,1,0,0,1,0,0,0,0,1,102.4746,4114.377391,1,0,0,1,0,0,0,0,1,0,1,0
1674,1,49,49750.1,13.78711309,14,2,0,0,0,0,1,0,0,0,0,0,0,1,1,147.442069,1039.67302,1,0,0,0,1,0,0,1,0,1,0,0
7174,0,70,11798.33,6.917662,14,2,0,1,0,0,1,0,0,0,0,1,1,0,1,117.472,5234.822519,0,0,1,0,1,0,0,0,1,0,1,0
2703,3,65,25491.07,17.44685,7,0,0,1,1,0,1,1,0,0,1,0,0,1,0,192.4705,1544.180199,0,1,0,0,1,0,0,1,0,1,0,0
9541,1,71,20117.04,5.81173,14,1,0,0,0,0,1,0,0,0,0,1,0,0,1,104.9643,4782.774479,0,1,0,0,1,0,1,0,0,0,1,0
5186,4,86,74321.03,11.1117,6,3,1,0,1,0,1,0,0,1,1,0,0,1,1,182.4608,3965.422778,1,0,0,1,0,0,0,1,0,1,0,0
3734,1,33,59346.15,8.316636,13,0,1,0,1,0,0,1,0,1,1,0,1,0,1,204.9634,1401.299612,0,0,1,0,1,0,0,1,0,0,0,1
9491,3,34,34642.75,10.81203,13,0,0,0,1,1,1,0,1,1,0,0,1,1,0,212.6228,4730.05387,1,0,0,0,1,0,1,0,0,1,0,0
1338,1,88,63827.57,6.204764784,10,3,0,0,0,0,1,0,0,1,0,1,0,1,1,182.446995,486.1105716,1,0,0,0,1,0,0,1,0,1,0,0
9061,3,66,19200.57,8.027062,7,2,1,0,0,0,1,1,0,0,0,0,1,0,0,149.9447,5346.745829,0,0,1,1,0,0,1,0,0,1,0,0
2880,4,27,9856.89,10.80585,8,2,0,1,0,1,1,1,0,0,1,0,0,0,1,137.4836,1091.509603,0,0,1,0,1,0,1,0,0,0,0,1
1077,0,69,36934.53,13.12198645,14,3,0,0,0,1,1,0,0,1,0,0,0,0,1,102.474625,752.7262389,0,1,0,1,0,0,0,0,1,1,0,0
8628,4,63,57437.15,9.354817,13,0,1,0,1,0,1,1,1,1,0,0,0,0,0,169.9741,5260.956377,0,0,1,0,1,0,0,1,0,0,1,0
218,5,41,19097.94,7.369412654,13,0,1,0,1,1,1,1,0,0,0,0,0,0,0,124.960655,2409.195918,0,0,1,1,0,0,1,0,0,0,0,1
1296,3,89,56631.76,6.839793198,12,0,0,0,0,0,1,1,0,0,0,1,1,0,0,182.45383,1140.151122,0,1,0,1,0,0,0,1,0,0,0,1
